area_type,availability,address,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",3 BHK,GrrvaGr,1530,3,2,64
Super built-up  Area,18-12-2023,"Raja Rajeshwari Nagar,Bangalore",3 BHK,Prllsan,1587,3,1,73.8
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",3 BHK,GrrvaGr,1529,3,3,51.77
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",2 BHK,GrrvaGr,1295,2,1,55.47
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",3 BHK,,1450,2,1,67
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",2 BHK,Vaw 1il,1090,2,2,57
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",2 BHK,Deade A,945,2,1,45
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",2 BHK,GrrvaGr,1303,2,2,55.78
Plot  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",8 Bedroom,,3450,7,2,225
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",2 BHK,GrrvaGr,1419,2,2,48.1
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",3 BHK,,1700,2,2,86
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",2 BHK,Ely 3Em,1270,2,2,62
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",2 BHK,,1250,2,2,68
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",3 BHK,Keave E,1260,2,1,62
Plot  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",4 Bedroom,,1560,4,1,160
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",2 BHK,GrrvaGr,1196,2,2,40.54
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",3 BHK,GrrvaGr,1580,2,2,66.85
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",2 BHK,,1050,2,2,37
Built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",3 BHK,,1021,3,2,59
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",2 BHK,GrrvaGr,1196,2,2,40.54
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",3 BHK,,1500,3,2,88
Super built-up  Area,18-07-2023,"Raja Rajeshwari Nagar,Bangalore",2 BHK,Prllsan,1168,2,1,66
Built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",3 BHK,,1400,2,2,86
Super built-up  Area,18-07-2023,"Raja Rajeshwari Nagar,Bangalore",2 BHK,Prllsan,1157,2,1,65
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",2 BHK,GrrvaGr,1206,2,1,40.7
Built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",2 BHK,Arnis A,1000,2,0,50
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",3 BHK,Nencei ,1485,2,2,63
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",3 BHK,Vaderla,1335,2,1,56
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",3 BHK,GrrvaGr,1571,3,3,53.12
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",2 BHK,GrrvaGr,1255,2,2,42.54
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",3 BHK,GrrvaGr,1530,3,3,64.86
Built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",3 BHK,Cedusy ,1850,3,1,98
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",2 BHK,GrrvaGr,1140,2,2,44
Built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",8 Bedroom,,6000,8,3,215
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",2 BHK,GrrvaGr,1140,2,2,39
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",1 BHK,,510,1,1,22
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",2 BHK,GrrvaGr,1187,2,2,40.14
Built-up  Area,Ready To Move,"Raja Rajeshwari Nagar,Bangalore",2 BHK,Mahla T,1141,2,1,60
Super built-up  Area,18-12-2023,"Raja Rajeshwari Nagar 5th Stage,Bangalore",3 BHK,,1320,2,2,73
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar 5th Stage,Bangalore",2 BHK,,1095,2,1,38.33
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar 5th Stage,Bangalore",2 BHK,Pridel ,1056,2,2,55
Super built-up  Area,Ready To Move,"Raja Rajeshwari Nagar 5th Stage,Bangalore",2 BHK,Amnavdr,1060,2,1,52
Super built-up  Area,18-12-2023,"Raja Rajeshwari Nagara,Bangalore",3 BHK,,1537,3,2,81
Plot  Area,Ready To Move,"Rajagopala Nagar,Bangalore",4 Bedroom,,600,4,1,40
Super built-up  Area,17-12-2023,"Rajaji Nagar,Bangalore",4 BHK,ProdsWe,2648,5,0,251.5
Super built-up  Area,18-02-2023,"Rajaji Nagar,Bangalore",3 BHK,Puwerun,1621,4,0,130
Super built-up  Area,18-04-2023,"Rajaji Nagar,Bangalore",2 BHK,ProdsWe,1357,2,1,115
Super built-up  Area,18-05-2023,"Rajaji Nagar,Bangalore",2 BHK,Pumesim,1216,2,0,97.16
Super built-up  Area,18-06-2023,"Rajaji Nagar,Bangalore",2 BHK,Puwerun,1222,2,0,112
Super built-up  Area,18-08-2023,"Rajaji Nagar,Bangalore",2 BHK,ProdsWe,1357,2,1,130
Super built-up  Area,18-12-2023,"Rajaji Nagar,Bangalore",2 BHK,ProdsWe,1263,2,0,107
Super built-up  Area,19-01-2023,"Rajaji Nagar,Bangalore",7 BHK,,12000,6,3,2200
Built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,Brway G,1640,3,2,229
Built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",4 BHK,,5000,4,0,375
Built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",1 BHK,,660,1,0,75
Built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",2 BHK,Brway G,1440,2,2,170
Built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",4 BHK,,3730,4,3,370
Built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,PhestOn,2300,3,3,369
Plot  Area,Ready To Move,"Rajaji Nagar,Bangalore",6 Bedroom,,710,6,3,160
Plot  Area,Ready To Move,"Rajaji Nagar,Bangalore",4 Bedroom,,315,4,2,90
Plot  Area,Ready To Move,"Rajaji Nagar,Bangalore",6 Bedroom,,1800,4,,324
Plot  Area,Ready To Move,"Rajaji Nagar,Bangalore",2 Bedroom,,1200,2,0,150
Plot  Area,Ready To Move,"Rajaji Nagar,Bangalore",2 Bedroom,,1160,1,0,163
Plot  Area,Ready To Move,"Rajaji Nagar,Bangalore",5 Bedroom,,1200,3,1,260
Plot  Area,Ready To Move,"Rajaji Nagar,Bangalore",5 Bedroom,,1538,5,2,300
Plot  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 Bedroom,,2790,3,0,950
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",4 BHK,Brway G,3300,4,,600
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,PhestOn,2390,3,2,415
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,PhestOn,2390,3,2,410
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,Brway G,1725,3,3,200
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",4 BHK,PhestOn,3516,4,3,540
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,Brway G,1640,3,3,223
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",4 BHK,PhestOn,3526,4,,492
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",4 BHK,PhestOn,3526,4,1,558
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",4 BHK,PhestOn,3539.5,,,424.5
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",5 BHK,Pumesim,2849,5,0,300
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,Brway G,1800,3,3,260
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",4 BHK,,3100,4,2,570
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,Brway G,1640,3,2,241
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",2 BHK,Brway G,1370,2,1,170
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,PhestOn,2409,3,2,360
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",4 BHK,,3436,6,3,475
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",2 BHK,PhestOn,1718,3,2,288
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,PhestOn,2386,3,,334
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",4 BHK,PhestOn,3436,6,3,500
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,PhestOn,2448,3,2,400
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",2 BHK,Brway G,1440,2,2,185
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,Brway G,1640,3,3,230
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,Brway G,1800,2,2,250
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",4 BHK,Brway G,3100,4,3,550
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",4 BHK,PhestOn,3526,4,3,598
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,Brway G,1640,3,2,220
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,PhestOn,2500,3,3,350
Super built-up  Area,19-01-2023,"Rajaji Nagar,Bangalore",5 BHK,,7500,8,3,1700
Super built-up  Area,18-08-2023,"Rajaji Nagar,Bangalore",3 BHK,ProdsWe,1615,3,1,175
Super built-up  Area,18-08-2023,"Rajaji Nagar,Bangalore",3 BHK,ProdsWe,1776,3,1,190
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,PhestOn,2559,3,2,403
Plot  Area,Ready To Move,"Rajaji Nagar,Bangalore",5 Bedroom,,900,4,0,140
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",2 BHK,PhestOn,1763,3,2,262
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,Brway G,1640,3,3,220
Super built-up  Area,18-06-2023,"Rajaji Nagar,Bangalore",3 BHK,Puwerun,1613,3,0,150
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,Tiitela,1380,3,3,130
Plot  Area,Ready To Move,"Rajaji Nagar,Bangalore",5 Bedroom,,2400,3,1,320
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,Raesta ,1210,2,2,81
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,Brway G,1800,3,2,240
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,PhestOn,2533,3,3,425
Plot  Area,Ready To Move,"Rajaji Nagar,Bangalore",2 Bedroom,,432,2,1,65
Built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",2 BHK,,720,2,2,65
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",6 BHK,,3000,6,3,250
Super built-up  Area,18-08-2023,"Rajaji Nagar,Bangalore",2 BHK,ProdsWe,1268,2,1,127
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,PhestOn,2450,3,3,330
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,Brway G,1640,3,2,262
Built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",4 Bedroom,,1600,3,0,140
Plot  Area,Ready To Move,"Rajaji Nagar,Bangalore",2 Bedroom,,1200,1,1,200
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",6 BHK,,3900,6,3,260
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,,2367,3,3,375
Plot  Area,Ready To Move,"Rajaji Nagar,Bangalore",4 Bedroom,,2440,2,0,415
Super built-up  Area,19-01-2023,"Rajaji Nagar,Bangalore",4 BHK,,6500,5,2,1400
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,Brway G,1640,3,2,251
Super built-up  Area,18-07-2023,"Rajaji Nagar,Bangalore",4 BHK,ProdsWe,2733,5,2,259
Plot  Area,Ready To Move,"Rajaji Nagar,Bangalore",2 Bedroom,,1056,1,0,250
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,Suavea ,1500,2,,99
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,Brway G,1640,3,2,268
Super built-up  Area,18-05-2023,"Rajaji Nagar,Bangalore",3 BHK,Pumesim,1621,3,1,124
Super built-up  Area,18-05-2023,"Rajaji Nagar,Bangalore",2 BHK,Pumesim,1222,2,2,98
Super built-up  Area,18-07-2023,"Rajaji Nagar,Bangalore",5 BHK,Phaku K,7514,7,,1500
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,PhestOn,2367,4,3,340
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,SradeSr,1555,3,2,125
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,Brway G,1720,3,2,224
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",5 BHK,PhestOn,3600,5,,510
Plot  Area,Ready To Move,"Rajaji Nagar,Bangalore",4 Bedroom,,1350,4,1,230
Super built-up  Area,18-07-2023,"Rajaji Nagar,Bangalore",2 BHK,ProdsWe,1376,2,1,124
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,,1700,3,2,200
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",2 BHK,,1200,2,1,70
Super built-up  Area,18-08-2023,"Rajaji Nagar,Bangalore",2 BHK,ProdsWe,1357,2,1,123
Super built-up  Area,18-08-2023,"Rajaji Nagar,Bangalore",2 BHK,ProdsWe,1260,2,2,113
Built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 Bedroom,,2300,4,1,240
Plot  Area,Ready To Move,"Rajaji Nagar,Bangalore",5 Bedroom,,2400,5,1,408
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,PhestOn,2500,3,3,340
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,PhestOn,2390,3,1,372
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,PhestOn,2415,3,2,399
Plot  Area,Ready To Move,"Rajaji Nagar,Bangalore",8 Bedroom,,1200,10,2,180
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",2 BHK,,1718,3,2,275
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",2 BHK,PhestOn,1763,3,2,240
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,PhestOn,2367,3,2,320
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,PhestOn,2409,3,3,395
Super built-up  Area,18-07-2023,"Rajaji Nagar,Bangalore",2 BHK,Puwerun,1224,2,0,105
Built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",5 Bedroom,,2500,4,0,650
Plot  Area,Ready To Move,"Rajaji Nagar,Bangalore",2 Bedroom,,1314,2,0,225
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",2 BHK,Brway G,1440,2,2,165
Super built-up  Area,Ready To Move,"Rajaji Nagar,Bangalore",3 BHK,Brway G,1640,3,3,245
Built-up  Area,Ready To Move,"Rajankunte,Bangalore",3 Bedroom,,4510,4,3,200
Plot  Area,Ready To Move,"Rajankunte,Bangalore",3 Bedroom,,3259,3,0,270
Plot  Area,Immediate Possession,"Rajankunte,Bangalore",,,1575,,,31.11
Built-up  Area,18-08-2023,"Rajanna Layout,Bangalore",2 BHK,,1116,2,1,37.6
Built-up  Area,Ready To Move,"Rajapura,Bangalore",2 BHK,,1000,2,0,50
Super built-up  Area,18-03-2023,"Rajarajesheari nagar,Bangalore",2 BHK,,1400,2,1,44.8
Super built-up  Area,18-03-2023,"Rajarajeshwari nagar,Bangalore",3 BHK,,1410,2,2,45.12
Super built-up  Area,Ready To Move,"Rajarajeshwari nagar,Bangalore",3 BHK,,2000,3,2,85
Plot  Area,Ready To Move,"Rajarajeshwari nagar,Bangalore",4 Bedroom,,1200,5,,325
Super built-up  Area,Ready To Move,"Rajarajeshwari Nagara,Bangalore",3 BHK,,2000,3,2,85
Super built-up  Area,18-03-2023,"Rajarajeshwari Nagara,Bangalore",3 BHK,,1410,2,2,45.12
Plot  Area,Ready To Move,"Rajarajeshwari Nagara,Bangalore",4 Bedroom,,1200,5,,325
Super built-up  Area,Ready To Move,"Rajarajeshwarinagar,Bangalore",3 BHK,,2000,3,2,85
Plot  Area,Ready To Move,"Rajarajeshwarinagar,Bangalore",4 Bedroom,,1200,5,,325
Super built-up  Area,Ready To Move,"Rajasree Layout,Bangalore",3 BHK,Itbhaa ,1420,3,3,70
Built-up  Area,Ready To Move,"Rajasree Layout,Bangalore",3 BHK,Itbhaa ,1310,3,3,90
Super built-up  Area,Ready To Move,"Rajiv Gandhi Nagar,Bangalore",2 BHK,NCiteEl,1170,2,2,68
Super built-up  Area,Ready To Move,"Rajiv Gandhi Nagar,Bangalore",2 BHK,,1219,2,2,40
Super built-up  Area,Ready To Move,"Rajiv Gandhi Nagar,Bangalore",2 BHK,Almid P,1293,2,2,75
Super built-up  Area,Ready To Move,"Rajiv Gandhi Nagar,Bangalore",2 BHK,Almid P,1293,2,2,80
Super built-up  Area,Ready To Move,"Rajiv Gandhi Nagar,Bangalore",2 BHK,Almid P,1293,2,2,80
Built-up  Area,Ready To Move,"Rajiv Gandhi Nagar,Bangalore",3 BHK,Almid P,1750,3,2,100
Built-up  Area,Ready To Move,"Rajiv Nagar,Bangalore",3 BHK,PuoodSk,1867,3,1,160
Super built-up  Area,Ready To Move,"Rajiv Nagar,Bangalore",3 BHK,PuoodSk,1690,3,1,125
Super built-up  Area,Ready To Move,"Rajiv Nagar,Bangalore",2 BHK,Ahntyve,1263,2,1,93.32
Super built-up  Area,Ready To Move,"Rajiv Nagar,Bangalore",4 BHK,PuoodSk,2340,4,1,148
Super built-up  Area,Ready To Move,"Rajiv Nagar,Bangalore",4 BHK,PuoodSk,2340,5,1,129
Super built-up  Area,Ready To Move,"Rajiv Nagar,Bangalore",2 BHK,Ahntyve,1030,2,2,46.5
Super built-up  Area,Ready To Move,"Rajiv Nagar,Bangalore",2 BHK,PuoodSk,1330,2,1,93
Super built-up  Area,Ready To Move,"Rajiv Nagar,Bangalore",4 BHK,PuoodSk,2340,5,1,129
Super built-up  Area,Ready To Move,"Rajiv Nagar,Bangalore",2 BHK,,1309,2,1,80
Super built-up  Area,Ready To Move,"Rajiv Nagar,Bangalore",4 BHK,PuoodSk,2340,4,1,145
Super built-up  Area,Ready To Move,"Rajiv Nagar,Bangalore",4 BHK,PuoodSk,2330,5,1,175
Built-up  Area,Ready To Move,"Rajiv Nagar,Bangalore",2 BHK,Ahntyve,972,2,2,43
Super built-up  Area,Ready To Move,"Rajiv Nagar,Bangalore",4 BHK,PuoodSk,2340,5,1,160
Super built-up  Area,17-10-2023,"Ramagondanahalli,Bangalore",2 BHK,ViistLa,1151,2,2,48.77
Super built-up  Area,17-10-2023,"Ramagondanahalli,Bangalore",2 BHK,ViistLa,1235,2,1,52.04
Super built-up  Area,17-10-2023,"Ramagondanahalli,Bangalore",3 BHK,ViistLa,1451,3,1,60.44
Super built-up  Area,17-11-2023,"Ramagondanahalli,Bangalore",2 BHK,ViistLa,1253,2,1,52.66
Super built-up  Area,18-05-2023,"Ramagondanahalli,Bangalore",2 BHK,ViistLa,1215,2,1,51.26
Super built-up  Area,18-05-2023,"Ramagondanahalli,Bangalore",2 BHK,ViistLa,1151,2,2,50.5
Super built-up  Area,18-06-2023,"Ramagondanahalli,Bangalore",2 BHK,ViistLa,1251,2,1,47
Super built-up  Area,18-06-2023,"Ramagondanahalli,Bangalore",2 BHK,ViistLa,1235,2,1,46.8
Super built-up  Area,18-06-2023,"Ramagondanahalli,Bangalore",2 BHK,ViistLa,1251,2,1,47.4
Super built-up  Area,18-07-2023,"Ramagondanahalli,Bangalore",3 BHK,ViistLa,1635,3,1,62
Super built-up  Area,18-07-2023,"Ramagondanahalli,Bangalore",2 BHK,ViistLa,1215,2,1,45.5
Super built-up  Area,18-08-2023,"Ramagondanahalli,Bangalore",2 BHK,ViistLa,1235,2,1,49.3
Built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",2 BHK,SVovelm,920,2,3,65
Built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",4 BHK,,2800,4,3,155
Built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",3 BHK,DNeremo,1910,3,2,142
Plot  Area,Ready To Move,"Ramagondanahalli,Bangalore",1 Bedroom,,540,1,0,30
Super built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",3 BHK,DNeremo,1610,2,2,111
Super built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",3 BHK,DNeremo,2257,4,2,157
Super built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",3 BHK,DNeremo,1610,2,2,115
Super built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",2 BHK,SVodsve,1295,2,2,95
Super built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",3 BHK,DNeremo,2257,3,2,159
Super built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",2 BHK,SVodsve,1295,2,2,95
Super built-up  Area,18-06-2023,"Ramagondanahalli,Bangalore",2 BHK,ViistLa,1215,2,1,46.1
Super built-up  Area,18-05-2023,"Ramagondanahalli,Bangalore",3 BHK,ViistLa,1475,2,2,63
Built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",4 Bedroom,,4200,4,,800
Super built-up  Area,18-08-2023,"Ramagondanahalli,Bangalore",2 BHK,ViistLa,1251,2,1,50
Super built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",3 BHK,DNeremo,1610,2,2,115
Super built-up  Area,18-06-2023,"Ramagondanahalli,Bangalore",2 BHK,ViistLa,1151,2,2,43.6
Super built-up  Area,18-06-2023,"Ramagondanahalli,Bangalore",3 BHK,ViistLa,1635,3,1,61
Super built-up  Area,18-05-2023,"Ramagondanahalli,Bangalore",2 BHK,ViistLa,1251,2,1,53
Plot  Area,Ready To Move,"Ramagondanahalli,Bangalore",5 Bedroom,Adion A,9600,6,1,1800
Plot  Area,18-05-2023,"Ramagondanahalli,Bangalore",2 Bedroom,,845,2,1,45.82
Super built-up  Area,18-10-2023,"Ramagondanahalli,Bangalore",3 BHK,DNeremo,1910,3,2,150
Super built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",3 BHK,Srdor S,1738,2,3,76
Built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",3 BHK,,2040,3,2,114
Super built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",3 BHK,Reitice,3350,3,3,150
Super built-up  Area,18-07-2023,"Ramagondanahalli,Bangalore",2 BHK,ViistLa,1251,2,1,46
Super built-up  Area,18-07-2023,"Ramagondanahalli,Bangalore",3 BHK,ViistLa,1635,3,1,57
Super built-up  Area,18-08-2023,"Ramagondanahalli,Bangalore",2 BHK,ViistLa,1151,2,2,46
Super built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",3 BHK,DNeremo,1610,2,1,112
Super built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",3 BHK,DNeremo,1610,2,2,115
Plot  Area,18-07-2023,"Ramagondanahalli,Bangalore",3 Bedroom,,1200,3,1,56.1
Super built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",4 BHK,DNeremo,2787,5,2,220
Super built-up  Area,18-06-2023,"Ramagondanahalli,Bangalore",3 BHK,ViistLa,1475,2,2,55
Super built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",2 BHK,SVovelm,1125,2,2,75
Super built-up  Area,18-07-2023,"Ramagondanahalli,Bangalore",2 BHK,ViistLa,1151,2,2,42.5
Super built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",3 BHK,DNeremo,2257,3,2,155
Carpet  Area,Ready To Move,"Ramagondanahalli,Bangalore",3 BHK,Reitice,1500,3,3,100
Super built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",3 BHK,Srdor S,1680,2,,68
Super built-up  Area,Ready To Move,"Ramagondanahalli,Bangalore",3 BHK,DNeremo,1910,3,2,131
Built-up  Area,Ready To Move,"Ramakrishnappa Layout,Bangalore",3 BHK,PeBayle,2770,3,1,460
Super built-up  Area,Ready To Move,"Ramakrishnappa Layout,Bangalore",3 BHK,PeBayle,2770,4,2,290
Super built-up  Area,Ready To Move,"Ramakrishnappa Layout,Bangalore",2 BHK,PeBayle,1500,2,2,185
Super built-up  Area,Ready To Move,"Ramakrishnappa Layout,Bangalore",5 BHK,PeBayle,6200,5,,720
Super built-up  Area,Ready To Move,"Ramakrishnappa Layout,Bangalore",3 BHK,,2770,4,3,315
Plot  Area,Ready To Move,"Ramakrishnappa Layout,Bangalore",1 Bedroom,,630,2,1,70
Plot  Area,Ready To Move,"Ramakrishnappa Layout,Bangalore",4 Bedroom,,9200,4,,2600
Plot  Area,Ready To Move,"Ramamohanapuram,Bangalore",4 Bedroom,,2800,3,2,500
Super built-up  Area,17-05-2023,"Ramamurthy Nagar,Bangalore",2 BHK,Vedhias,1125,2,1,47
Plot  Area,18-02-2023,"Ramamurthy Nagar,Bangalore",2 Bedroom,,1200,2,1,76
Plot  Area,18-04-2023,"Ramamurthy Nagar,Bangalore",2 Bedroom,,1200,2,1,78
Super built-up  Area,18-05-2023,"Ramamurthy Nagar,Bangalore",2 BHK,,1150,2,2,51
Super built-up  Area,18-12-2023,"Ramamurthy Nagar,Bangalore",2 BHK,Vaharvi,1170,2,2,46.8
Super built-up  Area,18-12-2023,"Ramamurthy Nagar,Bangalore",2 BHK,Vaharvi,1200,2,1,48
Super built-up  Area,18-12-2023,"Ramamurthy Nagar,Bangalore",3 BHK,Vaharvi,1410,2,1,56.4
Built-up  Area,Ready To Move,"Ramamurthy Nagar,Bangalore",4 Bedroom,,3700,4,1,225
Built-up  Area,Ready To Move,"Ramamurthy Nagar,Bangalore",5 Bedroom,,3500,5,2,150
Built-up  Area,Ready To Move,"Ramamurthy Nagar,Bangalore",2 BHK,,1050,2,0,37
Built-up  Area,Ready To Move,"Ramamurthy Nagar,Bangalore",2 BHK,Foghaa ,1040,2,2,50
Built-up  Area,Ready To Move,"Ramamurthy Nagar,Bangalore",3 Bedroom,,1600,3,2,75
Built-up  Area,Ready To Move,"Ramamurthy Nagar,Bangalore",3 Bedroom,,1500,3,1,160
Built-up  Area,Ready To Move,"Ramamurthy Nagar,Bangalore",2 BHK,,950,2,1,50.79
Built-up  Area,Ready To Move,"Ramamurthy Nagar,Bangalore",3 BHK,SVyam N,1525,3,1,100
